ID_Customer,Customer_Name,Customer_Segment,Customer_Size,Industry,Region_CC,Region_OC,Country,Acquisition_Channel,Customer_Start_Date
C00988,Summit Retail Group AG 0988,SMB,Small,Retail,Western Europe,West,Switzerland,Outbound Sales,2021-02-01
C00989,BluePeak Industries LLC 0989,Mid-Market,Very Large,Food & Beverage,Benelux,Central,Spain,Partner,2021-11-01
C00990,Everline Logistics LLC 0990,Public Sector,Medium,Logistics,DACH,South,Germany,Partner,2023-06-01
C00991,Greenfield Partners SRL 0991,Enterprise,Very Large,Logistics,Western Europe,South,Germany,Trade Fair,2023-06-01
C00992,Nexora Partners Group 0992,Enterprise,Medium,Technology,DACH,North,Spain,Partner,2024-04-01
C00993,Summit Industries LLC 0993,Mid-Market,Large,Technology,DACH,South,Netherlands,Trade Fair,2020-10-01
C00994,Atlas Solutions LLC 0994,Mid-Market,Small,Retail,Western Europe,South,Spain,Referral,2020-09-01
C00995,IronBridge Solutions SAS 0995,Mid-Market,Very Large,Technology,Western Europe,West,Germany,Trade Fair,2021-12-01
C00996,BrightPath Supplies SAS 0996,Distributor,Medium,Energy,Southern Europe,South,Spain,Outbound Sales,2022-09-01
C00997,Everline Supplies SAS 0997,SMB,Small,Manufacturing,DACH,Central,Germany,Outbound Sales,2021-02-01
C00998,Everline Systems AG 0998,Public Sector,Large,Healthcare,Southern Europe,Central,Netherlands,Website,2024-06-01
C00999,Atlas Medical GmbH 0999,Mid-Market,Large,Food & Beverage,Benelux,East,France,Trade Fair,2020-12-01
C01000,UrbanGrid Trading BV 1000,Public Sector,Medium,Technology,Western Europe,East,Germany,Outbound Sales,2022-06-01
C01001,Vertex Energy SAS 1001,Enterprise,Very Large,Manufacturing,Southern Europe,West,Austria,Website,2022-04-01
C01002,Prime Supplies LLC 1002,Public Sector,Medium,Energy,Southern Europe,South,Austria,Outbound Sales,2021-08-01
C01003,Vertex Energy LLC 1003,Mid-Market,Large,Food & Beverage,Southern Europe,East,Switzerland,Outbound Sales,2023-04-01
C01004,Greenfield Solutions Group 1004,Enterprise,Very Large,Energy,Western Europe,East,France,Website,2022-10-01
C01005,Everline Partners SRL 1005,Public Sector,Very Large,Public Administration,Southern Europe,Central,Netherlands,Website,2023-09-01
C01006,Prime Services Group 1006,Public Sector,Large,Logistics,Southern Europe,East,Belgium,Inbound,2024-09-01
C01007,UrbanGrid Retail Group Group 1007,SMB,Large,Energy,Western Europe,West,France,Outbound Sales,2022-06-01
C01008,Nexora Trading SRL 1008,Mid-Market,Medium,Logistics,Southern Europe,Unknown,Netherlands,Inbound,2023-06-01
C01009,NovaCore Supplies BV 1009,Public Sector,Medium,Food & Beverage,Southern Europe,Central,Italy,Outbound Sales,2022-09-01
C01010,Atlas Services AG 1010,SMB,Small,Food & Beverage,Southern Europe,North,Austria,Unknown,2022-08-01
C01011,Redwood Energy LLC 1011,SMB,Small,Food & Beverage,Benelux,East,Netherlands,Partner,2020-08-01
C01012,Greenfield Partners LLC 1012,Mid-Market,Medium,Technology,DACH,West,France,Inbound,2022-05-01
C01013,Everline Technologies BV 1013,Distributor,Large,Automotive,Benelux,Central,France,Partner,2024-02-01
C01014,BluePeak Solutions Group 1014,Mid-Market,Large,Food & Beverage,Southern Europe,Unknown,Belgium,Partner,2024-05-01
C01015,Summit Logistics SAS 1015,Mid-Market,Medium,Manufacturing,Southern Europe,South,France,Outbound Sales,2021-07-01
C01016,Vertex Logistics AG 1016,Public Sector,Small,Construction,DACH,Central,Netherlands,Partner,2024-01-01
C01017,Nexora Distribution Group 1017,Mid-Market,Medium,Automotive,DACH,North,Germany,Partner,2022-01-01
C01018,BluePeak Medical Group 1018,Mid-Market,Large,Energy,Southern Europe,West,Spain,Website,2024-04-01
C01019,Northstar Services LLC 1019,SMB,Small,Healthcare,DACH,West,Italy,Inbound,2023-11-01
C01020,ClearView Solutions AG 1020,Mid-Market,Large,Manufacturing,Southern Europe,East,Italy,Partner,2020-10-01
C01021,Greenfield Systems SAS 1021,Mid-Market,Medium,Logistics,DACH,South,Germany,Partner,2022-05-01
C01022,Everline Manufacturing Ltd 1022,SMB,Large,Logistics,DACH,South,Italy,Inbound,2022-09-01
C01023,Redwood Solutions Group 1023,Distributor,Medium,Retail,Benelux,Central,Germany,Partner,2022-03-01
C01024,Silverline Logistics SRL 1024,Mid-Market,Medium,Retail,DACH,North,Spain,Inbound,2021-04-01
C01025,Prime Industries GmbH 1025,SMB,Small,Manufacturing,Benelux,Central,Germany,Outbound Sales,2021-01-01
C01026,ClearView Technologies BV 1026,Mid-Market,Medium,Technology,DACH,Central,Germany,Trade Fair,2021-09-01
C01027,NovaCore Medical BV 1027,Distributor,Medium,Technology,Western Europe,West,Austria,Website,2020-11-01
C01028,BluePeak Medical SAS 1028,SMB,Small,Manufacturing,Benelux,East,Italy,Outbound Sales,2021-10-01
C01029,Greenfield Trading BV 1029,Mid-Market,Medium,Manufacturing,DACH,North,Italy,Inbound,2022-04-01
C01030,BluePeak Logistics AG 1030,Enterprise,Very Large,Manufacturing,Western Europe,West,Italy,Referral,2022-03-01
C01031,Silverline Partners GmbH 1031,Enterprise,Very Large,Public Administration,Benelux,South,France,Unknown,2022-04-01
C01032,BluePeak Medical AG 1032,SMB,Small,Energy,DACH,West,Germany,Trade Fair,2022-09-01
C01033,Atlas Trading BV 1033,SMB,Small,Automotive,Western Europe,West,Germany,Trade Fair,2021-09-01
C01034,ClearView Trading SAS 1034,Enterprise,Very Large,Manufacturing,DACH,East,Netherlands,Outbound Sales,2020-10-01
C01035,Redwood Industries LLC 1035,SMB,Small,Public Administration,DACH,East,Germany,Outbound Sales,2023-11-01
C01036,Nexora Systems LLC 1036,SMB,Medium,Logistics,Southern Europe,North,Germany,Outbound Sales,2022-07-01
C01037,UrbanGrid Medical LLC 1037,Mid-Market,Medium,Automotive,DACH,South,Germany,Outbound Sales,2021-09-01
C01038,Redwood Solutions Ltd 1038,Enterprise,Very Large,Logistics,Benelux,East,Germany,Outbound Sales,2022-09-01
C01039,IronBridge Technologies Group 1039,Distributor,Large,Manufacturing,Benelux,West,Netherlands,Trade Fair,2020-09-01
C01040,Vertex Distribution SAS 1040,SMB,Large,Automotive,Benelux,North,Austria,Outbound Sales,2021-04-01
C01041,UrbanGrid Solutions AG 1041,Mid-Market,Large,Logistics,DACH,West,Germany,Outbound Sales,2022-06-01
C01042,Prime Medical GmbH 1042,Mid-Market,Medium,Logistics,DACH,Central,Austria,Website,2022-03-01
C01043,NovaCore Industries GmbH 1043,SMB,Large,Construction,Western Europe,East,France,Outbound Sales,2021-05-01
C01044,ClearView Supplies GmbH 1044,SMB,Small,Retail,DACH,East,Germany,Website,2022-06-01
C01045,Atlas Trading LLC 1045,Enterprise,Large,Manufacturing,Benelux,South,Germany,Inbound,2021-03-01
C01046,Greenfield Services SAS 1046,Distributor,Large,Food & Beverage,Southern Europe,West,France,Referral,2021-10-01
C01047,ClearView Industries GmbH 1047,Mid-Market,Medium,Manufacturing,DACH,West,Belgium,Outbound Sales,2022-08-01
C01048,Vertex Medical AG 1048,SMB,Small,Construction,Southern Europe,North,Netherlands,Outbound Sales,2024-06-01
C01049,Greenfield Services LLC 1049,Mid-Market,Medium,Technology,Southern Europe,North,France,Website,2021-10-01
C01050,Summit Logistics SRL 1050,Distributor,Large,Manufacturing,DACH,East,Germany,Outbound Sales,2020-10-01
C01051,Atlas Distribution LLC 1051,Enterprise,Medium,Public Administration,Western Europe,Central,Netherlands,Website,2022-06-01
C01052,Atlas Medical LLC 1052,SMB,Small,Energy,DACH,North,Germany,Website,2022-03-01
C01053,IronBridge Manufacturing Ltd 1053,Enterprise,Medium,Technology,DACH,West,Austria,Referral,2021-05-01
C01054,Summit Technologies LLC 1054,Mid-Market,Medium,Healthcare,Southern Europe,Unknown,Germany,Referral,2023-01-01
C01055,ClearView Solutions BV 1055,Public Sector,Medium,Manufacturing,Benelux,North,Spain,Partner,2022-06-01
C01056,UrbanGrid Manufacturing LLC 1056,Mid-Market,Large,Retail,Southern Europe,West,Switzerland,Outbound Sales,2022-12-01
C01057,Redwood Trading Group 1057,Mid-Market,Small,Manufacturing,Southern Europe,Central,Germany,Partner,2022-03-01
C01058,BluePeak Partners Group 1058,SMB,Small,Technology,DACH,West,Germany,Inbound,2020-12-01
C01059,Northstar Manufacturing Group 1059,Enterprise,Medium,Manufacturing,Western Europe,South,Spain,Partner,2024-10-01
C01060,BrightPath Industries Group 1060,SMB,Small,Energy,DACH,South,Switzerland,Website,2023-11-01
C01061,NovaCore Manufacturing SAS 1061,SMB,Small,Healthcare,Western Europe,South,France,Inbound,2020-12-01
C01062,Prime Retail Group Group 1062,Distributor,Small,Food & Beverage,Western Europe,East,Austria,Inbound,2022-07-01
C01063,Nexora Trading SRL 1063,Enterprise,Very Large,Manufacturing,Southern Europe,Central,Germany,Inbound,2021-02-01
C01064,Greenfield Medical SAS 1064,Mid-Market,Large,Retail,Southern Europe,North,Spain,Website,2021-02-01
C01065,Everline Solutions SRL 1065,SMB,Small,Technology,Western Europe,Central,France,Unknown,2023-07-01
C01066,Atlas Trading SAS 1066,Mid-Market,Medium,Manufacturing,Western Europe,Central,France,Website,2021-04-01
C01067,Northstar Energy BV 1067,Mid-Market,Very Large,Public Administration,Western Europe,West,Germany,Outbound Sales,2023-05-01
C01068,BluePeak Technologies AG 1068,Mid-Market,Large,Automotive,Western Europe,South,Spain,Website,2024-10-01
C01069,Atlas Retail Group GmbH 1069,SMB,Small,Healthcare,Southern Europe,North,France,Outbound Sales,2021-03-01
C01070,BluePeak Logistics GmbH 1070,Public Sector,Medium,Manufacturing,DACH,East,Italy,Outbound Sales,2021-02-01
C01071,Vertex Distribution AG 1071,SMB,Medium,Manufacturing,Southern Europe,South,France,Partner,2020-11-01
C01072,Nexora Logistics SRL 1072,SMB,Medium,Retail,Southern Europe,East,Germany,Outbound Sales,2022-09-01
C01073,UrbanGrid Solutions Group 1073,Enterprise,Large,Logistics,Southern Europe,North,Spain,Outbound Sales,2022-07-01
C01074,Summit Technologies BV 1074,SMB,Medium,Healthcare,Western Europe,East,Italy,Partner,2023-08-01
C01075,Summit Partners Group 1075,Mid-Market,Large,Retail,Western Europe,South,Italy,Outbound Sales,2022-01-01
C01076,NovaCore Energy SAS 1076,SMB,Medium,Technology,Western Europe,East,Switzerland,Referral,2021-02-01
C01077,ClearView Logistics Group 1077,Enterprise,Large,Retail,Western Europe,Central,Belgium,Website,2021-12-01
C01078,Summit Energy SRL 1078,Distributor,Very Large,Healthcare,Southern Europe,North,Germany,Outbound Sales,2022-01-01
C01079,Vertex Technologies Group 1079,Mid-Market,Large,Technology,Southern Europe,South,Netherlands,Partner,2022-07-01
C01080,Redwood Energy GmbH 1080,Enterprise,Large,Logistics,DACH,North,Germany,Outbound Sales,2022-02-01
C01081,IronBridge Partners GmbH 1081,Distributor,Very Large,Retail,Western Europe,West,Spain,Outbound Sales,2021-07-01
C01082,BluePeak Trading SAS 1082,Enterprise,Medium,Construction,DACH,Central,Spain,Inbound,2022-11-01
C01083,Atlas Industries BV 1083,Distributor,Very Large,Public Administration,Western Europe,Central,Austria,Outbound Sales,2023-05-01
C01084,Northstar Services GmbH 1084,Mid-Market,Very Large,Retail,Western Europe,East,Germany,Trade Fair,2024-05-01
C01085,Atlas Manufacturing Group 1085,SMB,Large,Retail,DACH,North,Germany,Website,2022-10-01
C01086,Summit Trading BV 1086,Enterprise,Very Large,Technology,DACH,West,Germany,Outbound Sales,2024-05-01
C01087,Northstar Industries BV 1087,Enterprise,Small,Retail,Western Europe,West,France,Partner,2021-03-01
C01088,Everline Distribution Group 1088,Enterprise,Very Large,Retail,DACH,West,Spain,Trade Fair,2024-04-01
C01089,UrbanGrid Logistics LLC 1089,SMB,Small,Manufacturing,Southern Europe,West,Germany,Trade Fair,2021-06-01
C01090,ClearView Manufacturing Group 1090,SMB,Small,Healthcare,Benelux,Unknown,Austria,Trade Fair,2021-04-01
C01091,Northstar Medical AG 1091,SMB,Small,Manufacturing,Southern Europe,West,France,Outbound Sales,2020-10-01
C01092,Everline Trading Group 1092,Mid-Market,Medium,Healthcare,Western Europe,South,Germany,Website,2021-02-01
C01093,Vertex Services Group 1093,SMB,Large,Energy,Western Europe,East,Germany,Partner,2021-08-01
C01094,Nexora Solutions AG 1094,SMB,Small,Manufacturing,Benelux,South,Germany,Outbound Sales,2021-06-01
C01095,Everline Partners GmbH 1095,Mid-Market,Large,Energy,Southern Europe,South,Netherlands,Partner,2022-02-01
C01096,Prime Distribution BV 1096,Mid-Market,Large,Manufacturing,DACH,East,Germany,Outbound Sales,2020-12-01
C01097,Redwood Technologies SAS 1097,Distributor,Small,Manufacturing,Benelux,South,Italy,Outbound Sales,2021-05-01
C01098,Silverline Trading Ltd 1098,Public Sector,Small,Public Administration,Southern Europe,North,Germany,Inbound,2021-08-01
C01099,Atlas Logistics Ltd 1099,Mid-Market,Medium,Construction,DACH,South,Belgium,Trade Fair,2021-08-01
C01100,Silverline Technologies Ltd 1100,SMB,Medium,Construction,DACH,Central,Italy,Referral,2021-12-01
C01101,Everline Energy Group 1101,Distributor,Large,Automotive,Southern Europe,North,France,Outbound Sales,2020-10-01
C01102,Vertex Distribution BV 1102,Mid-Market,Large,Technology,Western Europe,Central,Austria,Trade Fair,2021-04-01
C01103,Greenfield Manufacturing Ltd 1103,Distributor,Very Large,Retail,DACH,North,Spain,Partner,2022-09-01
C01104,UrbanGrid Manufacturing Ltd 1104,Enterprise,Large,Logistics,Benelux,Central,France,Trade Fair,2022-06-01
C01105,Summit Trading GmbH 1105,SMB,Small,Technology,DACH,South,Germany,Inbound,2022-11-01
C01106,Atlas Solutions SRL 1106,SMB,Small,Logistics,DACH,North,France,Outbound Sales,2021-03-01
C01107,Prime Solutions BV 1107,Enterprise,Large,Healthcare,DACH,North,Switzerland,Outbound Sales,2020-09-01
C01108,Greenfield Solutions BV 1108,Enterprise,Large,Automotive,DACH,North,Italy,Referral,2021-12-01
C01109,NovaCore Medical Group 1109,Enterprise,Large,Public Administration,Benelux,North,Italy,Outbound Sales,2020-12-01
C01110,Vertex Industries LLC 1110,Mid-Market,Very Large,Technology,DACH,South,France,Inbound,2022-11-01
C01111,BrightPath Distribution Ltd 1111,Public Sector,Very Large,Logistics,DACH,West,Germany,Partner,2023-08-01
C01112,Summit Retail Group AG 1112,Distributor,Large,Retail,DACH,Central,Netherlands,Partner,2024-02-01
C01113,IronBridge Services Ltd 1113,SMB,Medium,Logistics,DACH,West,Germany,Partner,2022-09-01
C01114,Prime Systems AG 1114,Mid-Market,Large,Technology,Benelux,East,Netherlands,Outbound Sales,2022-12-01
C01115,Prime Energy SAS 1115,Distributor,Large,Logistics,DACH,East,Germany,Inbound,2021-12-01
C01116,IronBridge Logistics LLC 1116,Public Sector,Small,Energy,Western Europe,Central,Spain,Partner,2021-02-01
C01117,Prime Medical GmbH 1117,Public Sector,Medium,Construction,Benelux,West,Switzerland,Partner,2022-12-01
C01118,Vertex Solutions SAS 1118,Enterprise,Medium,Energy,Western Europe,South,Netherlands,Outbound Sales,2024-02-01
C01119,Summit Logistics BV 1119,Enterprise,Very Large,Energy,Western Europe,West,Germany,Trade Fair,2020-11-01
C01120,Atlas Medical AG 1120,Enterprise,Large,Manufacturing,Western Europe,South,France,Outbound Sales,2021-05-01
C01121,Prime Energy Group 1121,SMB,Small,Retail,Benelux,Central,France,Outbound Sales,2022-05-01
C01122,Nexora Systems LLC 1122,SMB,Small,Food & Beverage,Benelux,East,Netherlands,Partner,2021-11-01
C01123,ClearView Industries AG 1123,SMB,Medium,Technology,DACH,North,France,Outbound Sales,2020-10-01
C01124,ClearView Manufacturing BV 1124,SMB,Small,Logistics,Southern Europe,North,Germany,Referral,2022-09-01
C01125,Silverline Technologies SRL 1125,SMB,Small,Automotive,DACH,North,Germany,Partner,2020-10-01
C01126,Vertex Solutions BV 1126,Public Sector,Medium,Energy,Benelux,South,Netherlands,Partner,2022-12-01
C01127,UrbanGrid Industries SRL 1127,Distributor,Medium,Construction,Western Europe,South,France,Inbound,2021-06-01
C01128,BluePeak Retail Group SAS 1128,Mid-Market,Medium,Manufacturing,DACH,North,Italy,Unknown,2021-08-01
C01129,Greenfield Manufacturing Group 1129,Mid-Market,Large,Technology,Western Europe,West,Austria,Outbound Sales,2022-03-01
C01130,Greenfield Partners LLC 1130,Mid-Market,Medium,Manufacturing,Western Europe,North,Austria,Partner,2022-12-01
C01131,Atlas Industries SRL 1131,Mid-Market,Very Large,Technology,DACH,South,Spain,Inbound,2022-09-01
C01132,Silverline Energy GmbH 1132,SMB,Medium,Energy,Benelux,Central,Netherlands,Trade Fair,2021-07-01
C01133,ClearView Technologies Ltd 1133,Mid-Market,Very Large,Technology,Western Europe,East,Italy,Trade Fair,2023-12-01
C01134,Everline Industries AG 1134,SMB,Small,Manufacturing,Benelux,West,Germany,Inbound,2020-12-01
C01135,Summit Trading SAS 1135,Mid-Market,Large,Construction,DACH,East,Netherlands,Inbound,2022-12-01
C01136,Silverline Medical SRL 1136,Enterprise,Large,Food & Beverage,Western Europe,Central,Germany,Trade Fair,2023-04-01
C01137,Vertex Distribution SRL 1137,SMB,Medium,Manufacturing,DACH,East,Belgium,Referral,2021-08-01
C01138,Silverline Energy SAS 1138,Public Sector,Medium,Technology,Benelux,North,Spain,Outbound Sales,2024-02-01
C01139,Atlas Energy AG 1139,Enterprise,Large,Construction,DACH,Central,Switzerland,Trade Fair,2021-03-01
C01140,IronBridge Energy LLC 1140,Mid-Market,Very Large,Logistics,Southern Europe,East,Germany,Partner,2022-02-01
C01141,Summit Partners AG 1141,Distributor,Large,Construction,Western Europe,North,Germany,Outbound Sales,2024-07-01
C01142,Vertex Manufacturing AG 1142,SMB,Small,Energy,Western Europe,West,Spain,Partner,2023-02-01
C01143,IronBridge Logistics Group 1143,Mid-Market,Very Large,Manufacturing,DACH,Central,Switzerland,Outbound Sales,2022-11-01
C01144,Summit Manufacturing Group 1144,Distributor,Large,Construction,DACH,Central,Italy,Website,2024-03-01
C01145,UrbanGrid Medical Group 1145,Enterprise,Very Large,Manufacturing,DACH,East,Italy,Outbound Sales,2022-07-01
C01146,Silverline Systems BV 1146,Distributor,Medium,Manufacturing,Southern Europe,South,Germany,Referral,2023-05-01
C01147,Nexora Trading Ltd 1147,Mid-Market,Large,Retail,Southern Europe,West,Netherlands,Outbound Sales,2020-11-01
C01148,Prime Supplies Ltd 1148,SMB,Medium,Manufacturing,DACH,West,Germany,Trade Fair,2023-01-01
C01149,IronBridge Partners AG 1149,Distributor,Large,Construction,Western Europe,West,Switzerland,Trade Fair,2021-09-01
C01150,UrbanGrid Services GmbH 1150,Distributor,Very Large,Automotive,Western Europe,North,Italy,Outbound Sales,2021-09-01
C01151,Greenfield Solutions Group 1151,Mid-Market,Medium,Manufacturing,Benelux,East,Germany,Outbound Sales,2020-11-01
C01152,BluePeak Technologies GmbH 1152,Distributor,Medium,Automotive,Western Europe,South,Spain,Referral,2020-09-01
C01153,Greenfield Manufacturing BV 1153,SMB,Small,Healthcare,Southern Europe,East,Netherlands,Outbound Sales,2022-03-01
C01154,Prime Partners SAS 1154,Distributor,Large,Technology,Southern Europe,North,Netherlands,Referral,2022-09-01
C01155,Vertex Solutions GmbH 1155,Mid-Market,Medium,Manufacturing,DACH,South,Austria,Trade Fair,2022-03-01
C01156,Greenfield Solutions BV 1156,Mid-Market,Medium,Manufacturing,Benelux,East,Italy,Website,2022-02-01
C01157,Silverline Energy SAS 1157,SMB,Small,Public Administration,Benelux,South,Italy,Inbound,2020-12-01
C01158,BrightPath Logistics SAS 1158,Mid-Market,Medium,Public Administration,DACH,South,Italy,Trade Fair,2022-12-01
C01159,Atlas Partners BV 1159,Enterprise,Large,Food & Beverage,Benelux,West,Netherlands,Inbound,2021-07-01
C01160,IronBridge Trading Ltd 1160,Mid-Market,Medium,Technology,DACH,South,Netherlands,Outbound Sales,2020-09-01
C01161,Atlas Manufacturing GmbH 1161,SMB,Large,Healthcare,Southern Europe,North,Italy,Outbound Sales,2022-11-01
C01162,Vertex Systems BV 1162,SMB,Small,Construction,Benelux,West,France,Outbound Sales,2022-06-01
C01163,ClearView Solutions AG 1163,SMB,Small,Logistics,DACH,South,France,Partner,2021-12-01
C01164,BluePeak Medical Ltd 1164,Mid-Market,Large,Logistics,Western Europe,South,Switzerland,Outbound Sales,2020-10-01
C01165,Redwood Medical SAS 1165,Mid-Market,Large,Automotive,Western Europe,West,France,Website,2023-10-01
C01166,Silverline Partners Ltd 1166,SMB,Small,Energy,Western Europe,North,France,Inbound,2020-08-01
C01167,Summit Manufacturing SAS 1167,SMB,Medium,Energy,Southern Europe,West,France,Website,2022-05-01
C01168,ClearView Logistics BV 1168,Distributor,Large,Energy,DACH,West,Spain,Website,2021-10-01
C01169,Summit Services AG 1169,Distributor,Medium,Healthcare,Southern Europe,West,Spain,Outbound Sales,2021-06-01
C01170,ClearView Manufacturing SAS 1170,Enterprise,Very Large,Manufacturing,Benelux,West,Austria,Referral,2022-04-01
C01171,Redwood Solutions LLC 1171,SMB,Medium,Automotive,Southern Europe,South,Italy,Trade Fair,2022-05-01
C01172,Atlas Technologies SRL 1172,Public Sector,Medium,Manufacturing,Western Europe,East,Italy,Partner,2022-05-01
C01173,Greenfield Medical GmbH 1173,Mid-Market,Medium,Construction,Western Europe,North,Switzerland,Referral,2021-10-01
C01174,Atlas Manufacturing Group 1174,Enterprise,Very Large,Healthcare,DACH,Central,Netherlands,Outbound Sales,2023-03-01
C01175,Atlas Trading SAS 1175,SMB,Medium,Healthcare,Benelux,South,France,Website,2021-08-01
C01176,Greenfield Technologies AG 1176,Enterprise,Very Large,Retail,Western Europe,Central,Germany,Outbound Sales,2022-12-01
C01177,Vertex Systems AG 1177,Enterprise,Large,Manufacturing,Western Europe,South,Netherlands,Partner,2023-01-01
C01178,Redwood Services LLC 1178,Public Sector,Medium,Logistics,Western Europe,East,Austria,Trade Fair,2022-03-01
C01179,UrbanGrid Medical AG 1179,SMB,Medium,Construction,Southern Europe,South,Austria,Trade Fair,2023-04-01
C01180,Vertex Logistics BV 1180,SMB,Small,Healthcare,DACH,North,Netherlands,Inbound,2022-06-01
C01181,Summit Manufacturing Group 1181,Public Sector,Small,Manufacturing,Benelux,North,Switzerland,Outbound Sales,2022-07-01
C01182,Summit Medical SRL 1182,Distributor,Large,Automotive,Benelux,Unknown,France,Outbound Sales,2021-06-01
C01183,Summit Trading Ltd 1183,SMB,Medium,Manufacturing,Benelux,North,Austria,Partner,2024-06-01
C01184,NovaCore Logistics SAS 1184,Enterprise,Very Large,Public Administration,Western Europe,East,Germany,Trade Fair,2023-09-01
C01185,Summit Systems BV 1185,Mid-Market,Medium,Manufacturing,DACH,West,France,Inbound,2021-01-01
C01186,Greenfield Retail Group BV 1186,Mid-Market,Small,Retail,Southern Europe,East,Germany,Partner,2021-09-01
C01187,Northstar Solutions AG 1187,SMB,Small,Technology,DACH,East,Spain,Inbound,2022-10-01
C01188,Vertex Distribution Ltd 1188,Mid-Market,Large,Food & Beverage,Southern Europe,North,Germany,Inbound,2021-06-01
C01189,ClearView Medical BV 1189,SMB,Small,Automotive,Southern Europe,North,Switzerland,Outbound Sales,2020-10-01
C01190,IronBridge Medical AG 1190,Mid-Market,Medium,Automotive,DACH,North,Austria,Trade Fair,2024-09-01
C01191,Silverline Manufacturing Ltd 1191,SMB,Medium,Food & Beverage,Western Europe,North,Germany,Inbound,2021-10-01
C01192,Everline Partners BV 1192,Mid-Market,Medium,Automotive,Western Europe,Central,Germany,Outbound Sales,2022-06-01
C01193,NovaCore Energy SRL 1193,Mid-Market,Large,Construction,Benelux,North,Austria,Outbound Sales,2021-03-01
C01194,NovaCore Trading BV 1194,Public Sector,Large,Manufacturing,Benelux,South,Germany,Inbound,2022-08-01
C01195,Silverline Supplies Group 1195,SMB,Medium,Healthcare,DACH,North,Spain,Referral,2021-11-01
C01196,Nexora Manufacturing GmbH 1196,Mid-Market,Medium,Public Administration,Southern Europe,South,Germany,Website,2021-04-01
C01197,BrightPath Retail Group SRL 1197,Distributor,Very Large,Retail,Southern Europe,South,Germany,Inbound,2021-08-01
C01198,Nexora Industries AG 1198,SMB,Medium,Healthcare,Southern Europe,West,Italy,Website,2022-01-01
C01199,Vertex Supplies AG 1199,Enterprise,Very Large,Technology,DACH,Central,Spain,Inbound,2023-01-01
C01200,Everline Supplies GmbH 1200,Public Sector,Large,Public Administration,DACH,South,Germany,Website,2022-05-01
C01201,IronBridge Supplies SAS 1201,Enterprise,Very Large,Manufacturing,Western Europe,West,Germany,Website,2020-10-01
C01202,Greenfield Industries SAS 1202,Mid-Market,Medium,Retail,Western Europe,Central,Spain,Partner,2023-06-01
C01203,Summit Logistics AG 1203,Mid-Market,Medium,Logistics,DACH,East,Germany,Website,2020-09-01
C01204,Silverline Services BV 1204,Mid-Market,Medium,Construction,Southern Europe,West,Belgium,Partner,2022-10-01
C01205,Nexora Logistics GmbH 1205,SMB,Medium,Healthcare,Southern Europe,North,Germany,Inbound,2023-02-01
C01206,BluePeak Solutions SRL 1206,SMB,Small,Manufacturing,Western Europe,South,Austria,Trade Fair,2023-03-01
C01207,Summit Manufacturing SAS 1207,Distributor,Small,Energy,DACH,Unknown,Germany,Outbound Sales,2021-05-01
C01208,Atlas Services LLC 1208,Distributor,Large,Public Administration,Western Europe,East,Netherlands,Partner,2023-01-01
C01209,NovaCore Services Group 1209,SMB,Small,Technology,DACH,South,France,Inbound,2020-09-01
C01210,BrightPath Technologies BV 1210,SMB,Small,Construction,DACH,North,Germany,Inbound,2021-03-01
C01211,Nexora Retail Group GmbH 1211,Mid-Market,Medium,Healthcare,DACH,North,France,Trade Fair,2022-04-01
C01212,BrightPath Medical GmbH 1212,Public Sector,Large,Manufacturing,Southern Europe,Central,Belgium,Referral,2021-10-01
C01213,ClearView Trading AG 1213,SMB,Medium,Automotive,DACH,South,Germany,Outbound Sales,2022-05-01
C01214,Vertex Distribution BV 1214,Enterprise,Very Large,Construction,DACH,North,Netherlands,Referral,2024-09-01
C01215,Atlas Supplies Group 1215,Distributor,Medium,Energy,DACH,Central,Italy,Partner,2020-09-01
C01216,Everline Solutions LLC 1216,Distributor,Large,Automotive,Western Europe,West,France,Outbound Sales,2022-06-01
C01217,UrbanGrid Manufacturing Ltd 1217,Enterprise,Very Large,Public Administration,DACH,East,France,Inbound,2021-07-01
C01218,UrbanGrid Logistics GmbH 1218,Mid-Market,Large,Construction,DACH,West,Germany,Referral,2021-03-01
C01219,Everline Industries Group 1219,Mid-Market,Large,Manufacturing,DACH,Central,France,Partner,2021-04-01
C01220,Silverline Logistics LLC 1220,Public Sector,Large,Energy,Benelux,North,Germany,Partner,2022-12-01
C01221,Silverline Medical Group 1221,SMB,Small,Manufacturing,DACH,Central,Italy,Inbound,2020-10-01
C01222,ClearView Trading SRL 1222,Mid-Market,Medium,Public Administration,Western Europe,North,Spain,Website,2021-10-01
C01223,BrightPath Logistics AG 1223,Enterprise,Very Large,Healthcare,Benelux,Central,Spain,Outbound Sales,2021-03-01
C01224,ClearView Systems AG 1224,Mid-Market,Very Large,Manufacturing,DACH,West,Germany,Outbound Sales,2023-09-01
C01225,ClearView Systems SAS 1225,Mid-Market,Medium,Healthcare,DACH,North,Belgium,Partner,2022-05-01
C01226,Silverline Energy AG 1226,Mid-Market,Medium,Automotive,Western Europe,South,Netherlands,Outbound Sales,2023-01-01
C01227,Silverline Industries Ltd 1227,Enterprise,Medium,Technology,DACH,East,Germany,Website,2021-04-01
C01228,IronBridge Retail Group Ltd 1228,Distributor,Small,Construction,Western Europe,East,Austria,Outbound Sales,2021-10-01
