feature_id,table_name,feature,data_type,grain,category,business_definition,calculation,role,modeling_usage,caution,documentation_status
lead_generation_final.lead_top1_score,lead_generation_final,lead_top1_score,float64,customer,Wide lead output,Lead score for final lead recommendation 1.,Pivoted from lead_score where lead_rank_per_customer = 1.,Business output,,,Exact
lead_generation_final.lead_top1_value_method,lead_generation_final,lead_top1_value_method,object,customer,Wide lead output,Order-value estimation method for final lead recommendation 1.,Pivoted from order_value_estimation_method where lead_rank_per_customer = 1.,Business output,,,Exact
lead_generation_final.lead_top2_expected_order_value,lead_generation_final,lead_top2_expected_order_value,float64,customer,Wide lead output,Expected order value for final lead recommendation 2.,Pivoted from expected_order_value where lead_rank_per_customer = 2.,Business output,,,Exact
lead_generation_final.lead_top2_expected_revenue,lead_generation_final,lead_top2_expected_revenue,float64,customer,Wide lead output,Expected revenue proxy for final lead recommendation 2.,Pivoted from expected_revenue where lead_rank_per_customer = 2.,Business output,,,Exact
lead_generation_final.lead_top2_model_probability,lead_generation_final,lead_top2_model_probability,float64,customer,Wide lead output,Model affinity score for final lead recommendation 2.,Pivoted from model_probability where lead_rank_per_customer = 2.,Business output,,,Exact
lead_generation_final.lead_top2_product,lead_generation_final,lead_top2_product,object,customer,Wide lead output,Recommended product for final lead recommendation 2.,Pivoted from recommended_product where lead_rank_per_customer = 2.,Business output,,,Exact
lead_generation_final.lead_top2_product_group,lead_generation_final,lead_top2_product_group,object,customer,Wide lead output,Product-hierarchy label for final lead recommendation 2.,Pivoted from product_group where lead_rank_per_customer = 2.,Business output,,,Exact
lead_generation_final.lead_top2_reason,lead_generation_final,lead_top2_reason,object,customer,Wide lead output,Lead explanation for final lead recommendation 2.,Pivoted from hot_reason where lead_rank_per_customer = 2.,Business output,,,Exact
lead_generation_final.lead_top2_recommendation_tier,lead_generation_final,lead_top2_recommendation_tier,category,customer,Wide lead output,Recommendation-level tier for final lead recommendation 2.,Pivoted from recommendation_tier where lead_rank_per_customer = 2.,Business output,,,Exact
lead_generation_final.lead_top2_score,lead_generation_final,lead_top2_score,float64,customer,Wide lead output,Lead score for final lead recommendation 2.,Pivoted from lead_score where lead_rank_per_customer = 2.,Business output,,,Exact
lead_generation_final.lead_top2_value_method,lead_generation_final,lead_top2_value_method,object,customer,Wide lead output,Order-value estimation method for final lead recommendation 2.,Pivoted from order_value_estimation_method where lead_rank_per_customer = 2.,Business output,,,Exact
lead_generation_final.lead_top3_expected_order_value,lead_generation_final,lead_top3_expected_order_value,float64,customer,Wide lead output,Expected order value for final lead recommendation 3.,Pivoted from expected_order_value where lead_rank_per_customer = 3.,Business output,,,Exact
lead_generation_final.lead_top3_expected_revenue,lead_generation_final,lead_top3_expected_revenue,float64,customer,Wide lead output,Expected revenue proxy for final lead recommendation 3.,Pivoted from expected_revenue where lead_rank_per_customer = 3.,Business output,,,Exact
lead_generation_final.lead_top3_model_probability,lead_generation_final,lead_top3_model_probability,float64,customer,Wide lead output,Model affinity score for final lead recommendation 3.,Pivoted from model_probability where lead_rank_per_customer = 3.,Business output,,,Exact
lead_generation_final.lead_top3_product,lead_generation_final,lead_top3_product,object,customer,Wide lead output,Recommended product for final lead recommendation 3.,Pivoted from recommended_product where lead_rank_per_customer = 3.,Business output,,,Exact
lead_generation_final.lead_top3_product_group,lead_generation_final,lead_top3_product_group,object,customer,Wide lead output,Product-hierarchy label for final lead recommendation 3.,Pivoted from product_group where lead_rank_per_customer = 3.,Business output,,,Exact
lead_generation_final.lead_top3_reason,lead_generation_final,lead_top3_reason,object,customer,Wide lead output,Lead explanation for final lead recommendation 3.,Pivoted from hot_reason where lead_rank_per_customer = 3.,Business output,,,Exact
lead_generation_final.lead_top3_recommendation_tier,lead_generation_final,lead_top3_recommendation_tier,category,customer,Wide lead output,Recommendation-level tier for final lead recommendation 3.,Pivoted from recommendation_tier where lead_rank_per_customer = 3.,Business output,,,Exact
lead_generation_final.lead_top3_score,lead_generation_final,lead_top3_score,float64,customer,Wide lead output,Lead score for final lead recommendation 3.,Pivoted from lead_score where lead_rank_per_customer = 3.,Business output,,,Exact
lead_generation_final.lead_top3_value_method,lead_generation_final,lead_top3_value_method,object,customer,Wide lead output,Order-value estimation method for final lead recommendation 3.,Pivoted from order_value_estimation_method where lead_rank_per_customer = 3.,Business output,,,Exact
lead_generation_final.reco_top1_grp1_expected_order_value,lead_generation_final,reco_top1_grp1_expected_order_value,float64,customer,Wide recommendation output,Expected order value for model-ranked recommendation 1 at grp1 level.,Pivoted from expected_order_value where within-customer grp1 model rank = 1.,Business output,,,Exact
lead_generation_final.reco_top1_grp1_expected_revenue,lead_generation_final,reco_top1_grp1_expected_revenue,float64,customer,Wide recommendation output,Expected revenue proxy for model-ranked recommendation 1 at grp1 level.,Pivoted from expected_revenue where within-customer grp1 model rank = 1.,Business output,,,Exact
lead_generation_final.reco_top1_grp1_probability,lead_generation_final,reco_top1_grp1_probability,float64,customer,Wide recommendation output,Model affinity score for model-ranked recommendation 1 at grp1 level.,Pivoted from model_probability where within-customer grp1 model rank = 1.,Business output,,,Exact
lead_generation_final.reco_top1_grp1_product,lead_generation_final,reco_top1_grp1_product,object,customer,Wide recommendation output,Recommended product name for model-ranked recommendation 1 at grp1 level.,Pivoted from recommended_product where within-customer grp1 model rank = 1.,Business output,,,Exact
lead_generation_final.reco_top1_grp1_rank,lead_generation_final,reco_top1_grp1_rank,float64,customer,Wide recommendation output,Model-probability rank for model-ranked recommendation 1 at grp1 level.,Pivoted from rank where within-customer grp1 model rank = 1.,Business output,,,Exact
lead_generation_final.reco_top1_grp1_value_method,lead_generation_final,reco_top1_grp1_value_method,object,customer,Wide recommendation output,Order-value estimation method for model-ranked recommendation 1 at grp1 level.,Pivoted from order_value_estimation_method where within-customer grp1 model rank = 1.,Business output,,,Exact
lead_generation_final.reco_top1_grp3_expected_order_value,lead_generation_final,reco_top1_grp3_expected_order_value,float64,customer,Wide recommendation output,Expected order value for model-ranked recommendation 1 at grp3 level.,Pivoted from expected_order_value where within-customer grp3 model rank = 1.,Business output,,,Exact
lead_generation_final.reco_top1_grp3_expected_revenue,lead_generation_final,reco_top1_grp3_expected_revenue,float64,customer,Wide recommendation output,Expected revenue proxy for model-ranked recommendation 1 at grp3 level.,Pivoted from expected_revenue where within-customer grp3 model rank = 1.,Business output,,,Exact
lead_generation_final.reco_top1_grp3_probability,lead_generation_final,reco_top1_grp3_probability,float64,customer,Wide recommendation output,Model affinity score for model-ranked recommendation 1 at grp3 level.,Pivoted from model_probability where within-customer grp3 model rank = 1.,Business output,,,Exact
lead_generation_final.reco_top1_grp3_product,lead_generation_final,reco_top1_grp3_product,object,customer,Wide recommendation output,Recommended product name for model-ranked recommendation 1 at grp3 level.,Pivoted from recommended_product where within-customer grp3 model rank = 1.,Business output,,,Exact
lead_generation_final.reco_top1_grp3_rank,lead_generation_final,reco_top1_grp3_rank,int64,customer,Wide recommendation output,Model-probability rank for model-ranked recommendation 1 at grp3 level.,Pivoted from rank where within-customer grp3 model rank = 1.,Business output,,,Exact
lead_generation_final.reco_top1_grp3_value_method,lead_generation_final,reco_top1_grp3_value_method,object,customer,Wide recommendation output,Order-value estimation method for model-ranked recommendation 1 at grp3 level.,Pivoted from order_value_estimation_method where within-customer grp3 model rank = 1.,Business output,,,Exact
lead_generation_final.reco_top2_grp1_expected_order_value,lead_generation_final,reco_top2_grp1_expected_order_value,float64,customer,Wide recommendation output,Expected order value for model-ranked recommendation 2 at grp1 level.,Pivoted from expected_order_value where within-customer grp1 model rank = 2.,Business output,,,Exact
lead_generation_final.reco_top2_grp1_expected_revenue,lead_generation_final,reco_top2_grp1_expected_revenue,float64,customer,Wide recommendation output,Expected revenue proxy for model-ranked recommendation 2 at grp1 level.,Pivoted from expected_revenue where within-customer grp1 model rank = 2.,Business output,,,Exact
lead_generation_final.reco_top2_grp1_probability,lead_generation_final,reco_top2_grp1_probability,float64,customer,Wide recommendation output,Model affinity score for model-ranked recommendation 2 at grp1 level.,Pivoted from model_probability where within-customer grp1 model rank = 2.,Business output,,,Exact
lead_generation_final.reco_top2_grp1_product,lead_generation_final,reco_top2_grp1_product,object,customer,Wide recommendation output,Recommended product name for model-ranked recommendation 2 at grp1 level.,Pivoted from recommended_product where within-customer grp1 model rank = 2.,Business output,,,Exact
lead_generation_final.reco_top2_grp1_rank,lead_generation_final,reco_top2_grp1_rank,float64,customer,Wide recommendation output,Model-probability rank for model-ranked recommendation 2 at grp1 level.,Pivoted from rank where within-customer grp1 model rank = 2.,Business output,,,Exact
lead_generation_final.reco_top2_grp1_value_method,lead_generation_final,reco_top2_grp1_value_method,object,customer,Wide recommendation output,Order-value estimation method for model-ranked recommendation 2 at grp1 level.,Pivoted from order_value_estimation_method where within-customer grp1 model rank = 2.,Business output,,,Exact
lead_generation_final.reco_top2_grp3_expected_order_value,lead_generation_final,reco_top2_grp3_expected_order_value,float64,customer,Wide recommendation output,Expected order value for model-ranked recommendation 2 at grp3 level.,Pivoted from expected_order_value where within-customer grp3 model rank = 2.,Business output,,,Exact
lead_generation_final.reco_top2_grp3_expected_revenue,lead_generation_final,reco_top2_grp3_expected_revenue,float64,customer,Wide recommendation output,Expected revenue proxy for model-ranked recommendation 2 at grp3 level.,Pivoted from expected_revenue where within-customer grp3 model rank = 2.,Business output,,,Exact
lead_generation_final.reco_top2_grp3_probability,lead_generation_final,reco_top2_grp3_probability,float64,customer,Wide recommendation output,Model affinity score for model-ranked recommendation 2 at grp3 level.,Pivoted from model_probability where within-customer grp3 model rank = 2.,Business output,,,Exact
lead_generation_final.reco_top2_grp3_product,lead_generation_final,reco_top2_grp3_product,object,customer,Wide recommendation output,Recommended product name for model-ranked recommendation 2 at grp3 level.,Pivoted from recommended_product where within-customer grp3 model rank = 2.,Business output,,,Exact
lead_generation_final.reco_top2_grp3_rank,lead_generation_final,reco_top2_grp3_rank,int64,customer,Wide recommendation output,Model-probability rank for model-ranked recommendation 2 at grp3 level.,Pivoted from rank where within-customer grp3 model rank = 2.,Business output,,,Exact
lead_generation_final.reco_top2_grp3_value_method,lead_generation_final,reco_top2_grp3_value_method,object,customer,Wide recommendation output,Order-value estimation method for model-ranked recommendation 2 at grp3 level.,Pivoted from order_value_estimation_method where within-customer grp3 model rank = 2.,Business output,,,Exact
lead_generation_final.reco_top3_grp1_expected_order_value,lead_generation_final,reco_top3_grp1_expected_order_value,float64,customer,Wide recommendation output,Expected order value for model-ranked recommendation 3 at grp1 level.,Pivoted from expected_order_value where within-customer grp1 model rank = 3.,Business output,,,Exact
lead_generation_final.reco_top3_grp1_expected_revenue,lead_generation_final,reco_top3_grp1_expected_revenue,float64,customer,Wide recommendation output,Expected revenue proxy for model-ranked recommendation 3 at grp1 level.,Pivoted from expected_revenue where within-customer grp1 model rank = 3.,Business output,,,Exact
lead_generation_final.reco_top3_grp1_probability,lead_generation_final,reco_top3_grp1_probability,float64,customer,Wide recommendation output,Model affinity score for model-ranked recommendation 3 at grp1 level.,Pivoted from model_probability where within-customer grp1 model rank = 3.,Business output,,,Exact
lead_generation_final.reco_top3_grp1_product,lead_generation_final,reco_top3_grp1_product,object,customer,Wide recommendation output,Recommended product name for model-ranked recommendation 3 at grp1 level.,Pivoted from recommended_product where within-customer grp1 model rank = 3.,Business output,,,Exact
lead_generation_final.reco_top3_grp1_rank,lead_generation_final,reco_top3_grp1_rank,float64,customer,Wide recommendation output,Model-probability rank for model-ranked recommendation 3 at grp1 level.,Pivoted from rank where within-customer grp1 model rank = 3.,Business output,,,Exact
lead_generation_final.reco_top3_grp1_value_method,lead_generation_final,reco_top3_grp1_value_method,object,customer,Wide recommendation output,Order-value estimation method for model-ranked recommendation 3 at grp1 level.,Pivoted from order_value_estimation_method where within-customer grp1 model rank = 3.,Business output,,,Exact
lead_generation_final.reco_top3_grp3_expected_order_value,lead_generation_final,reco_top3_grp3_expected_order_value,float64,customer,Wide recommendation output,Expected order value for model-ranked recommendation 3 at grp3 level.,Pivoted from expected_order_value where within-customer grp3 model rank = 3.,Business output,,,Exact
lead_generation_final.reco_top3_grp3_expected_revenue,lead_generation_final,reco_top3_grp3_expected_revenue,float64,customer,Wide recommendation output,Expected revenue proxy for model-ranked recommendation 3 at grp3 level.,Pivoted from expected_revenue where within-customer grp3 model rank = 3.,Business output,,,Exact
lead_generation_final.reco_top3_grp3_probability,lead_generation_final,reco_top3_grp3_probability,float64,customer,Wide recommendation output,Model affinity score for model-ranked recommendation 3 at grp3 level.,Pivoted from model_probability where within-customer grp3 model rank = 3.,Business output,,,Exact
lead_generation_final.reco_top3_grp3_product,lead_generation_final,reco_top3_grp3_product,object,customer,Wide recommendation output,Recommended product name for model-ranked recommendation 3 at grp3 level.,Pivoted from recommended_product where within-customer grp3 model rank = 3.,Business output,,,Exact
lead_generation_final.reco_top3_grp3_rank,lead_generation_final,reco_top3_grp3_rank,int64,customer,Wide recommendation output,Model-probability rank for model-ranked recommendation 3 at grp3 level.,Pivoted from rank where within-customer grp3 model rank = 3.,Business output,,,Exact
lead_generation_final.reco_top3_grp3_value_method,lead_generation_final,reco_top3_grp3_value_method,object,customer,Wide recommendation output,Order-value estimation method for model-ranked recommendation 3 at grp3 level.,Pivoted from order_value_estimation_method where within-customer grp3 model rank = 3.,Business output,,,Exact
lead_generation_top_recommendations.active_months,lead_generation_top_recommendations,active_months,int64,customer-product Top-K lead,Activity,Number of distinct historical purchase months.,NUNIQUE(YearMonth) by ID_Customer.,Engineered feature,,,Exact
lead_generation_top_recommendations.activity_ratio_lifetime,lead_generation_top_recommendations,activity_ratio_lifetime,float64,customer-product Top-K lead,Activity,Share of customer-lifetime months containing a purchase.,"active_months / lifetime_months, clipped to [0, 1].",Engineered feature,,,Exact
lead_generation_top_recommendations.cluster,lead_generation_top_recommendations,cluster,int64,customer-product Top-K lead,Cohort,Numeric cluster assigned to the customer.,AgglomerativeClustering with Ward linkage and FINAL_K = 5 on standardized/encoded customer features.,Model output,Used as customer context in recommendation and reporting.,,Exact
lead_generation_top_recommendations.cohort_ML,lead_generation_top_recommendations,cohort_ML,object,customer-product Top-K lead,Cohort,Business-readable cohort label mapped from the numeric cluster.,"Rule-based label from cluster-level sales, activity, recency, product breadth, and Salesforce quantiles.",Model output,,,Exact
lead_generation_top_recommendations.customer_lead_tier,lead_generation_top_recommendations,customer_lead_tier,category,customer-product Top-K lead,Customer priority,Customer-level priority tier based on the best recommendation.,"qcut(rank(customer_top_lead_score), 40% Cold / 40% Warm / 20% Hot) across customers.",Business output,,,Exact
lead_generation_top_recommendations.customer_top_lead_score,lead_generation_top_recommendations,customer_top_lead_score,float64,customer-product Top-K lead,Customer priority,Lead score of the customer's best recommendation.,lead_score where lead_rank_per_customer = 1.,Business output,,,Exact
lead_generation_top_recommendations.Sales,lead_generation_top_recommendations,Sales,float64,customer-product Top-K lead,Customer value,Historical sales value.,In df_sales_full: recorded sales value on the row. At customer grain: SUM(Sales) across all historical rows.,Model input,"Used as customer-value history, never as future revenue.",,Exact
lead_generation_top_recommendations.avg_monthly_revenue,lead_generation_top_recommendations,avg_monthly_revenue,float64,customer-product Top-K lead,Customer value,Average historical revenue per lifetime month.,Sales / lifetime_months; zero if denominator is zero.,Engineered feature,,,Exact
lead_generation_top_recommendations.historical_ltv,lead_generation_top_recommendations,historical_ltv,float64,customer-product Top-K lead,Customer value,Historical lifetime-value proxy equal to cumulative sales.,historical_ltv = Sales.,Engineered feature,,Historical value only; it is not predictive customer lifetime value.,Exact
lead_generation_top_recommendations.customer_mean_event_value,lead_generation_top_recommendations,customer_mean_event_value,float64,customer-product Top-K lead,Expected value,Customer's mean total historical value-event size.,MEAN(customer_event_value) by ID_Customer.,Engineered feature,,,Exact
lead_generation_top_recommendations.customer_value_multiplier,lead_generation_top_recommendations,customer_value_multiplier,float64,customer-product Top-K lead,Expected value,Capped customer buying-power adjustment applied to expected order value.,"customer_value_multiplier_raw filled with 1.0 and clipped to [0.50, 2.00].",Engineered feature,,,Exact
lead_generation_top_recommendations.expected_order_value,lead_generation_top_recommendations,expected_order_value,float64,customer-product Top-K lead,Expected value,Estimated sales value conditional on the recommended product being purchased.,expected_order_value_before_customer_adjustment * customer_value_multiplier.,Business output,,,Exact
lead_generation_top_recommendations.expected_order_value_before_customer_adjustment,lead_generation_top_recommendations,expected_order_value_before_customer_adjustment,float64,customer-product Top-K lead,Expected value,Support-weighted product order-value estimate before customer adjustment.,w * segment_product_mean_order_value + (1-w) * product_mean_order_value; global mean fallback.,Engineered feature,,,Exact
lead_generation_top_recommendations.expected_revenue,lead_generation_top_recommendations,expected_revenue,float64,customer-product Top-K lead,Expected value,Probability-weighted revenue opportunity for the customer-product recommendation.,model_probability * expected_order_value.,Business output,,"Currently an opportunity proxy, not a finance-grade forecast, because model_probability is not a calibrated future probability.",Exact
lead_generation_top_recommendations.expected_revenue_is_forecast,lead_generation_top_recommendations,expected_revenue_is_forecast,bool,customer-product Top-K lead,Expected value,Boolean indicating whether expected revenue has true forecast semantics.,MODEL_PROBABILITY_IS_CALIBRATED_FUTURE_PROBABILITY; currently False.,Interpretation flag,,,Exact
lead_generation_top_recommendations.expected_revenue_proxy,lead_generation_top_recommendations,expected_revenue_proxy,float64,customer-product Top-K lead,Expected value,Explicit alias of expected_revenue under the current affinity-model semantics.,expected_revenue_proxy = expected_revenue.,Business output,,,Exact
lead_generation_top_recommendations.order_value_estimation_method,lead_generation_top_recommendations,order_value_estimation_method,object,customer-product Top-K lead,Expected value,Lineage label describing support level and fallback used for expected order value.,np.select based on segment-product event support and availability of product/global fallback.,Lineage,,,Exact
lead_generation_top_recommendations.probability_semantics,lead_generation_top_recommendations,probability_semantics,object,customer-product Top-K lead,Expected value,Text describing whether model_probability is affinity or calibrated future probability.,Conditional label from MODEL_PROBABILITY_IS_CALIBRATED_FUTURE_PROBABILITY.,Interpretation flag,,,Exact
lead_generation_top_recommendations.product_mean_order_value,lead_generation_top_recommendations,product_mean_order_value,float64,customer-product Top-K lead,Expected value,Mean capped event value for the recommended product across all customers.,MEAN(order_value_capped) by product_group and recommended_product.,Engineered feature,,,Exact
lead_generation_top_recommendations.product_median_order_value,lead_generation_top_recommendations,product_median_order_value,float64,customer-product Top-K lead,Expected value,Median capped event value for the recommended product across all customers.,MEDIAN(order_value_capped) by product_group and recommended_product.,Diagnostic,,,Exact
lead_generation_top_recommendations.segment_product_mean_order_value,lead_generation_top_recommendations,segment_product_mean_order_value,float64,customer-product Top-K lead,Expected value,Mean capped event value for a product within a customer peer segment.,"MEAN(order_value_capped) by value_segment, product_group, and recommended_product.",Engineered feature,,,Exact
lead_generation_top_recommendations.segment_product_median_order_value,lead_generation_top_recommendations,segment_product_median_order_value,float64,customer-product Top-K lead,Expected value,Median capped event value for a product within a customer peer segment.,"MEDIAN(order_value_capped) by value_segment, product_group, and recommended_product.",Diagnostic,,,Exact
lead_generation_top_recommendations.value_segment,lead_generation_top_recommendations,value_segment,object,customer-product Top-K lead,Expected value,Peer segment used to estimate order value.,Latest Customer_Segment; fallback to cohort_ML; final fallback 'Unknown'.,Intermediate feature,,,Exact
lead_generation_top_recommendations.value_shrinkage_weight,lead_generation_top_recommendations,value_shrinkage_weight,float64,customer-product Top-K lead,Expected value,Weight assigned to the segment-product estimate based on historical support.,segment_product_value_events / (segment_product_value_events + 30).,Engineered feature,,,Exact
lead_generation_top_recommendations.customer_value_events,lead_generation_top_recommendations,customer_value_events,int64,customer-product Top-K lead,Expected value support,Number of historical value events observed for the customer.,COUNT(customer_event_value) by ID_Customer.,Diagnostic,,,Exact
lead_generation_top_recommendations.product_value_events,lead_generation_top_recommendations,product_value_events,int64,customer-product Top-K lead,Expected value support,Historical value-event count for the recommended product.,COUNT(order_value_capped) by product_group and recommended_product.,Diagnostic,,,Exact
lead_generation_top_recommendations.segment_product_value_events,lead_generation_top_recommendations,segment_product_value_events,int64,customer-product Top-K lead,Expected value support,Historical value-event count for a product within the peer segment.,"COUNT(order_value_capped) by value_segment, product_group, and recommended_product.",Diagnostic,,,Exact
lead_generation_top_recommendations.ID_Customer,lead_generation_top_recommendations,ID_Customer,object,customer-product Top-K lead,Identifier,Unique customer identifier.,Source-system customer key; no calculation.,Key,Excluded from model features; used for joins and output grain.,,Exact
lead_generation_top_recommendations.avg_inactive_gap_months,lead_generation_top_recommendations,avg_inactive_gap_months,float64,customer-product Top-K lead,Inactivity,Average number of inactive months between consecutive active months.,"MEAN(MAX(diff(active_month_ordinals) - 1, 0)).",Engineered feature,,,Exact
lead_generation_top_recommendations.activity_score,lead_generation_top_recommendations,activity_score,float64,customer-product Top-K lead,Lead scoring,Combined recency and frequency component.,0.60 * recency_score + 0.40 * frequency_score.,Score component,,,Exact
lead_generation_top_recommendations.frequency_score,lead_generation_top_recommendations,frequency_score,float64,customer-product Top-K lead,Lead scoring,Normalized purchase-frequency component.,Min-max normalization(active_months).,Score component,,,Exact
lead_generation_top_recommendations.hot_reason,lead_generation_top_recommendations,hot_reason,object,customer-product Top-K lead,Lead scoring,Rule-based explanation of why a recommendation is commercially attractive.,"Concatenation of threshold-triggered reasons from model, value, activity, Salesforce engagement, and inactivity risk.",Explainability output,,,Exact
lead_generation_top_recommendations.lead_score,lead_generation_top_recommendations,lead_score,float64,customer-product Top-K lead,Lead scoring,Composite commercial-priority score for a customer-product recommendation.,"clip(0.45*model_score + 0.25*value_score + 0.20*activity_score + 0.10*sf_engagement_score - 0.10*risk_penalty, 0, 1).",Business output,,,Exact
lead_generation_top_recommendations.model_score,lead_generation_top_recommendations,model_score,float64,customer-product Top-K lead,Lead scoring,Model component of the lead score.,"model_probability clipped to [0, 1].",Score component,,,Exact
lead_generation_top_recommendations.recency_score,lead_generation_top_recommendations,recency_score,float64,customer-product Top-K lead,Lead scoring,Normalized recency component where recent purchases score higher.,1 - min-max normalization(months_since_last_purchase).,Score component,,,Exact
lead_generation_top_recommendations.recommendation_tier,lead_generation_top_recommendations,recommendation_tier,category,customer-product Top-K lead,Lead scoring,Relative tier of an individual customer-product recommendation.,"qcut(rank(lead_score), 40% Cold / 40% Warm / 20% Hot) across recommendation rows.",Business output,,This is not the customer-level tier.,Exact
lead_generation_top_recommendations.risk_penalty,lead_generation_top_recommendations,risk_penalty,float64,customer-product Top-K lead,Lead scoring,Normalized inactivity-gap penalty.,Min-max normalization(avg_inactive_gap_months); zero if unavailable.,Score component,,,Exact
lead_generation_top_recommendations.sf_engagement_score,lead_generation_top_recommendations,sf_engagement_score,float64,customer-product Top-K lead,Lead scoring,Normalized Salesforce-engagement component.,Min-max normalization(sf_total_events); zero if unavailable.,Score component,,,Exact
lead_generation_top_recommendations.value_score,lead_generation_top_recommendations,value_score,float64,customer-product Top-K lead,Lead scoring,Normalized customer historical-value component.,Min-max normalization of historical_ltv; fallback to Sales.,Score component,,,Exact
lead_generation_top_recommendations.source_target_col,lead_generation_top_recommendations,source_target_col,object,customer-product Top-K lead,Model metadata,Purchase-flag column that generated the recommendation.,Stored source target-column name.,Lineage,,,Exact
lead_generation_top_recommendations.prd_grp_1_coverage_pct,lead_generation_top_recommendations,prd_grp_1_coverage_pct,float64,customer-product Top-K lead,Product breadth,Share of all level-1 product groups purchased by the customer.,NUNIQUE(customer Prd_Grp_1) / NUNIQUE(all Prd_Grp_1).,Engineered feature,,,Exact
lead_generation_top_recommendations.prd_grp_3_coverage_pct,lead_generation_top_recommendations,prd_grp_3_coverage_pct,float64,customer-product Top-K lead,Product breadth,Share of all level-3 product groups purchased by the customer.,NUNIQUE(customer Prd_Grp_3) / NUNIQUE(all Prd_Grp_3).,Engineered feature,,,Exact
lead_generation_top_recommendations.lead_rank_per_customer,lead_generation_top_recommendations,lead_rank_per_customer,int64,customer-product Top-K lead,Ranking,Within-customer rank by final lead priority.,"Sort by lead_score, expected_revenue, and model_probability descending; cumulative row number starting at 1.",Business output,,,Exact
lead_generation_top_recommendations.model_rank_per_customer,lead_generation_top_recommendations,model_rank_per_customer,int64,customer-product Top-K lead,Ranking,Rank of recommendations per customer by model probability.,Sort model_probability descending within ID_Customer; cumulative row number starting at 1.,Model output,,,Exact
lead_generation_top_recommendations.revenue_rank_per_customer,lead_generation_top_recommendations,revenue_rank_per_customer,float64,customer-product Top-K lead,Ranking,Within-customer rank by expected revenue.,Rank expected_revenue descending within ID_Customer; method='first'.,Business output,,,Exact
lead_generation_top_recommendations.months_since_last_purchase,lead_generation_top_recommendations,months_since_last_purchase,int64,customer-product Top-K lead,Recency,Months between the dataset's latest sales month and the customer's last purchase month.,"global_max_sales_month_ordinal - customer_last_month_ordinal, minimum 0.",Engineered feature,,,Exact
lead_generation_top_recommendations.model_probability,lead_generation_top_recommendations,model_probability,float64,customer-product Top-K lead,Recommendation,Classifier score for customer-product affinity.,"Selected model's predict_proba(X_customer)[:, 1].",Model output,,"Current target is all-history purchase and class weights are used; treat this as an uncalibrated affinity score, not a literal future probability.",Exact
lead_generation_top_recommendations.product_group,lead_generation_top_recommendations,product_group,object,customer-product Top-K lead,Recommendation,Hierarchy identifier of the recommendation: grp1 or grp3.,Assigned from the model group being scored.,Model output,,,Exact
lead_generation_top_recommendations.recommended_product,lead_generation_top_recommendations,recommended_product,object,customer-product Top-K lead,Recommendation,Product group recommended to the customer.,Target name after removing the purchase_flag prefix; only products not previously bought are retained.,Model output,,,Exact
lead_generation_top_recommendations.sales_without_recent_sf_activity,lead_generation_top_recommendations,sales_without_recent_sf_activity,int64,customer-product Top-K lead,Sales activation,Customer purchased recently but had no recent Salesforce activity.,"1 if active_in_last_6m = 1 and sf_active_in_last_6m = 0, otherwise 0.",Engineered feature,,,Exact
lead_generation_top_recommendations.sf_activity_without_recent_sales,lead_generation_top_recommendations,sf_activity_without_recent_sales,int64,customer-product Top-K lead,Sales activation,Customer had recent Salesforce activity but no recent purchase.,"1 if sf_active_in_last_6m = 1 and active_in_last_6m = 0, otherwise 0.",Engineered feature,,,Exact
lead_generation_top_recommendations.sf_active_months,lead_generation_top_recommendations,sf_active_months,int64,customer-product Top-K lead,Salesforce activity,Number of distinct months containing Salesforce activity.,NUNIQUE(Salesforce YearMonth) by ID_Customer.,Engineered feature,,,Exact
lead_generation_top_recommendations.sf_total_events,lead_generation_top_recommendations,sf_total_events,int64,customer-product Top-K lead,Salesforce activity,Total Salesforce activity-event count.,SUM(SF_Activity_Count) by ID_Customer.,Engineered feature,,,Exact
lead_tier_summary.customer_lead_tier,lead_tier_summary,customer_lead_tier,category,customer lead tier,Customer priority,Customer-level priority tier based on the best recommendation.,"qcut(rank(customer_top_lead_score), 40% Cold / 40% Warm / 20% Hot) across customers.",Business output,,,Exact
lead_tier_summary.avg_top_expected_revenue,lead_tier_summary,avg_top_expected_revenue,float64,customer lead tier,Summary,Mean Top-1 expected revenue proxy in the summary group.,MEAN(customer_top_expected_revenue).,Summary metric,,,Exact
lead_tier_summary.avg_top_lead_score,lead_tier_summary,avg_top_lead_score,float64,customer lead tier,Summary,Mean Top-1 customer lead score in the summary group.,MEAN(customer_top_lead_score).,Summary metric,,,Exact
lead_tier_summary.avg_top_model_probability,lead_tier_summary,avg_top_model_probability,float64,customer lead tier,Summary,Mean Top-1 model probability in the summary group.,MEAN(customer_top_model_probability).,Summary metric,,,Exact
lead_tier_summary.customers,lead_tier_summary,customers,int64,customer lead tier,Summary,Number of distinct customers in the summary group.,NUNIQUE(ID_Customer).,Summary metric,,,Exact
leads_long_scored.active_months,leads_long_scored,active_months,int64,customer-product recommendation,Activity,Number of distinct historical purchase months.,NUNIQUE(YearMonth) by ID_Customer.,Engineered feature,,,Exact
leads_long_scored.activity_ratio_lifetime,leads_long_scored,activity_ratio_lifetime,float64,customer-product recommendation,Activity,Share of customer-lifetime months containing a purchase.,"active_months / lifetime_months, clipped to [0, 1].",Engineered feature,,,Exact
